Sentence,Anger,Fear,Joy,Sadness,Surprise
"Hey , that's it .",0,0,1,0,1
"Hey , there's no one better than old [PERSON] .",0,0,1,0,0
"Hey , this is pretty nice , being served in my own home .",0,0,1,0,0
"Hey , we got a free movie next door .",0,0,1,0,0
"Hey , what's up you guys ?",0,0,1,0,0
"Hey , you know me .",0,0,1,0,0
"Hey , you're looking good .",0,0,1,0,0
"Hey , you're very light on your feet .",0,0,1,0,0
Hey ! I can't believe you got here !,0,0,1,0,1
Hey ! It's [PERSON] .,0,0,1,0,0
Hey . Good work .,0,0,1,0,0
Hey . I can't believe you got here .,0,0,1,0,1
Hey . I love you .,0,0,1,0,0
"Hi , Dad .",0,0,1,0,0
"Hi , fellas .",0,0,1,0,0
"Hi , honey .",0,0,1,0,0
"Hi , Pa.[LOCATION]",0,0,1,0,0
"Hi , sister . - How are you , my child ?",0,0,1,0,0
"Hi , sweetheart .",0,0,1,0,0
Hi .,0,0,1,0,0
His words are too profound,0,0,1,0,1
"Hmm , it's a nice place .",0,0,1,0,0
"Ho , ho ! - Ho ! - Ho , ho , ho !",0,0,1,0,0
Home sweet home .,0,0,1,0,0
"Honey , babe .",0,0,1,0,0
Honey !,0,0,1,0,0
"Hop on , no time to lose .",0,0,1,0,0
How ' bout a drink ?,0,0,1,0,0
"How about that ? Hey , you're pretty handy to have around , kid .",0,0,1,0,0
How about we go and have a. . .,0,0,1,0,0
How beautiful they are,0,0,1,0,0
How can I help you ?,0,0,1,0,0
How cheerfully he seems to grin,0,0,1,0,0
How did you enjoy the ride ?,0,0,1,0,0
How do you do ?,0,0,1,0,0
How do you smell so good in a hospital ?,0,0,1,0,1
How does it feel ?,0,0,1,0,0
How fortunate we are to have [PERSON] with us .,0,0,1,0,0
How good to see you !,0,0,1,0,0
How gorgeous !,0,0,1,0,0
How lucky you lawyers are .,0,0,1,0,0
How perfectly lovely .,0,0,1,0,0
How romantic .,0,0,1,0,0
How thoughtful .,0,0,1,0,0
How very nice of you to say .,0,0,1,0,0
How very nice to see you .,0,0,1,0,0
How wonderful !,0,0,1,0,0
How'd you like to have [PERSON] for a mother ? Or [PERSON] ?,0,0,1,0,0
"How's is that , folks ?",0,0,1,0,0
How's it going ?,0,0,1,0,0
"[PERSON] -[PERSON] , we're safe !",0,0,1,0,0
"Huh , just as well .",0,0,1,0,1
"Hurry , it's lovely up here",0,0,1,0,0
I adore it !,0,0,1,0,0
I also love the King .,0,0,1,0,0
"I always said you was the whitest [N-WORD] I ever knew , [PERSON] .",0,0,1,0,0
"I always seem to come up smalltime . Except all of a sudden now , this guy [PERSON] falls right in my lap out of sheer luck .",0,0,1,0,1
I always think candlelight's so romantic .,0,0,1,0,0
I am a swan !,0,0,1,0,0
I am content .,0,0,1,0,0
I am exactly three inches high and it is a very good height indeed !,0,0,1,0,0
I am glad to see you .,0,0,1,0,0
I am glad you are better .,0,0,1,0,0
"I am happy you're out of jail , [PERSON] .",0,0,1,0,0
"I am satisfied by you , [PERSON] .",0,0,1,0,0
I am seeing .,0,0,1,0,0
I am so proud of you .,0,0,1,0,0
I am the avenger .,0,0,1,0,0
I am thinking of you .,0,0,1,0,0
I am . I love you so much .,0,0,1,0,0
I appreciate it .,0,0,1,0,0
"I appreciate that , Agent [PERSON] .",0,0,1,0,0
"I appreciate that , sir .",0,0,1,0,0
I bet she's nice .,0,0,1,0,0
I bet you're gonna get a big promotion when this thing's over .,0,0,1,0,0
I bought him the loveliest little sweater as a reward .,0,0,1,0,0
I came home because I didn't want to worry you .,0,0,1,0,0
I can do anything .,0,0,1,0,0
I can hardly ever remember the audience being so excited .,0,0,1,0,0
I can see the exit .,0,0,1,0,0
I can think of no occasion that has given me more pleasure .,0,0,1,0,0
I can throw this knife pretty good .,0,0,1,0,0
I can wind this one up in six weeks .,0,0,1,0,0
I can't tell you how glad I am to see you .,0,0,1,0,0
I can't tell you what a comfort that is .,0,0,1,0,0
I can't tell you what a welcome sight this is .,0,0,1,0,0
I carried you in here when you were a baby .,0,0,1,0,0
I cheat . So does she . But I cheat better .,0,0,1,0,0
I completely agree .,0,0,1,0,0
I could cover you with kisses .,0,0,1,0,0
I couldn't agree with you more .,0,0,1,0,0
I couldn't take my eyes off of that girl and her baby .,0,0,1,0,0
I did it .,0,0,1,1,0
"I did that beautifully , didn't I ?",0,0,1,0,0
I do .,0,0,1,0,0
"I don't know much about him , but I'd say he has good taste .",0,0,1,0,0
"I don't know what you're training ' for , but as far as I'm concerned , you're ready . Look !",0,0,1,0,0
I don't know . We just ... became friends . And then it became more than that .,0,0,1,0,0
I don't suppose it looks like much to a lady ... but I can't help being proud of it .,0,0,1,0,0
I don't think I've ever been so thrilled in my life .,0,0,1,0,0
I don't want to see anyone or smell anyone but you .,0,0,1,0,0
I enjoy to live .,0,0,1,0,0
I fed it and put it on .,0,0,1,0,0
I felt all warmed and funny inside . I can't describe it .,0,0,1,0,1
"I find myself quite interesting , really .",0,0,1,0,0
I fucking love it !,0,0,1,0,0
I gave him my compartment . He only had coach seats .,0,0,1,0,0
"I got a great personality , you ask anybody .",0,0,1,0,0
I got a new mommy and daddy and they're so nice .,0,0,1,0,0
I got a run of three .,0,0,1,0,0
I got a ship to run .,0,0,1,0,0
"I got him sold , [PERSON] .",0,0,1,0,0
I got it !,0,0,1,0,0
I got my coat back !,0,0,1,0,0
I got myself a date .,0,0,1,0,0
I got offered a part in a movie .,0,0,1,0,0
I got that Hawaiian Sea Frontier dispatch decoded .,0,0,1,0,0
"I guess [PERSON] was about the prettiest , with all that long , yellow hair .",0,0,1,0,0
I guess you're right .,0,0,1,0,0
I had a grandpa . He was nice to me . He liked ties on Sundays .,0,0,1,0,0
I had a terrific time but I'm going home .,0,0,1,0,0
I had it great .,0,0,1,0,0
I had no idea you were so beautiful .,0,0,1,0,0
I had such a good time .,0,0,1,0,0
I had the pleasure of meeting you in your beautiful shop .,0,0,1,0,0
I happen to like [PERSON] .,0,0,1,0,0
I have a car for you .,0,0,1,0,0
"I have a coach not pulled by four horses , but with the power of .",0,0,1,0,0
I have a condo with a pool .,0,0,1,0,0
I have a gift for you .,0,0,1,0,0
I have an idea !,0,0,1,0,0
I have improved it .,0,0,1,0,0
"I have known what it is like to be in love , to be married in a church to a man that I love ,",0,0,1,0,0
I have wonderful news for you .,0,0,1,0,0
I haven't heard the sound of home in a while .,0,0,1,1,0
"I hear you get a nice pension from the government after 20 , years .",0,0,1,0,0
I heard you got married .,0,0,1,0,0
I hit where I aim .,0,0,1,0,0
I hope everything's going well with your marching .,0,0,1,0,0
I hope you have a nice stay in [LOCATION] .,0,0,1,0,0
I hope you know that .,0,0,1,0,0
I hope you like it .,0,0,1,0,0
"I Iove you , [PERSON] .",0,0,1,0,0
"I just came over to share my happiness with you , [PERSON] .",0,0,1,0,0
I just love it when it's so nice and warm .,0,0,1,0,0
I just spoke to [PERSON] .,0,0,1,0,0
I just thought I'd drop by and cheer you up a bit .,0,0,1,0,0
"I just went to sleep , woke up feeling fine , remembered everything .",0,0,1,0,0
I just ... I like him .,0,0,1,0,0
I knew it !,0,0,1,0,0
I knew there was treasure down here !,0,0,1,0,0
I knew we'd be all right .,0,0,1,0,0
I know a good bar here .,0,0,1,0,0
I know a little about everything .,0,0,1,0,0
I know a lot of nice girls .,0,0,1,0,0
I know a place that does a good breakfast .,0,0,1,0,0
I know I speak for my entire radio audience when I express my great admiration for both of you .,0,0,1,0,0
I know this sounds weird ... There's no place I'd rather be .,0,0,1,0,0
I know you like the way I feel .,0,0,1,0,0
"I know you were deeply touched by [PERSON]'s gesture ,",0,0,1,0,0
I know you're crazy about me .,0,0,1,0,0
"I know , but it's too bad that wrestler Had to die for me to get it .",0,0,1,1,0
"I know , but we have so much love to give .",0,0,1,0,0
I know .,0,0,1,0,0
I like being with him and I like thinking about him .,0,0,1,0,0
I like her .,0,0,1,0,0
I like him so much .,0,0,1,0,1
I like him .,0,0,1,0,0
I like it !,0,0,1,0,0
I like it .,0,0,1,0,0
I like [PERSON] .,0,0,1,0,0
"I like [PERSON] , because I always know where he stands .",0,0,1,0,0
"I like my side of the courtroom . The pay is not so good , but the air is a lot better .",0,0,1,0,0
I like pink champagne .,0,0,1,0,0
I like street cats .,0,0,1,0,0
I like tacos and I like beer .,0,0,1,0,0
I like that Dr. [PERSON] .,0,0,1,0,0
"I like that man , with the sort of blue nose .",0,0,1,0,0
I like that .,0,0,1,0,0
"I like the feel of it , [PERSON] .",0,0,1,0,0
I like to read .,0,0,1,0,0
I like to watch .,0,0,1,0,0
I like your bat .,0,0,1,0,0
I like your tailor .,0,0,1,0,0
"I like your tie , too .",0,0,1,0,0
I like !,0,0,1,0,0
I like .,0,0,1,0,0
"I liked him , but not a lot .",0,0,1,0,0
"I look good in a mink coat , honey .",0,0,1,0,0
I look great !,0,0,1,0,0
I love a coward !,0,0,1,0,0
I love a persistent wall .,0,0,1,0,0
I love champagne .,0,0,1,0,0
I love [LOCATION] .,0,0,1,0,0
I love [PERSON] .,0,0,1,0,0
I love everybody ?  ,0,0,1,0,0
I love him that way .,0,0,1,0,0
"I love him , you know .",0,0,1,0,0
I love him .,0,0,1,0,0
I love it when he does that .,0,0,1,0,0
I love it !,0,0,1,0,0
I love it .,0,0,1,0,0
I love my ass .,0,0,1,0,0
I love my brother .,0,0,1,0,0
I love my country .,0,0,1,0,0
I love my family .,0,0,1,0,0
I love [LOCATION] on summer afternoons when everyone's away .,0,0,1,0,0
I love Russians .,0,0,1,0,0
I love soothing a man .,0,0,1,0,0
"I love the boy , Neddie .",0,0,1,0,0
"I love the moment of their death , when I am one with [PERSON] .",0,0,1,0,0
I love the smell of commerce in the morning !,0,0,1,0,0
"I love them , though .",0,0,1,0,0
I love this car .,0,0,1,0,1
I love this guy !,0,0,1,0,0
I love this !,0,0,1,0,0
I love those guys .,0,0,1,0,0
I love those .,0,0,1,0,0
I love you ... I love you .,0,0,1,0,0
I love you anyway .,0,0,1,0,0
I love you now .,0,0,1,0,0
"I love you too much , you know that .",0,0,1,0,0
I love you too .,0,0,1,0,0
"I love you , Cross .",0,0,1,0,0
"I love you , [PERSON] .",0,0,1,0,0
"I love you , my little [PERSON] .",0,0,1,0,0
I love you !,0,0,1,0,0
I love you .,0,0,1,0,0
"I loved our life together , the school , subway walking you home , the two weeks we took in St.[LOCATION] .",0,0,1,1,0
"I loved you for it , just as my father did .",0,0,1,0,0
I loved your drawing .,0,0,1,0,0
I make flowers grow .,0,0,1,0,0
I married [PERSON] because I was in love with him .,0,0,1,0,0
I mean a laugh from the heart .,0,0,1,0,0
"I mean , he had a great sense of humor . He wasn't another junkie with a homemade mm .",0,0,1,1,0
"I mean , we're a solid act , honey .",0,0,1,0,0
I met her at the grocery store . - ( babbling ) - isaac .,0,0,1,0,0
I most certainly do love her .,0,0,1,0,0
I needed it .,0,0,1,0,0
I never bet when I'm sure I'm right .,0,0,1,0,0
I never can make up my mind which of you is the handsomest .,0,0,1,0,0
I offered the dough because I wanted to thank you .,0,0,1,0,0
I only have sex when I'm happy .,0,0,1,0,0
"I really hope you find happiness , and if you're ever in need of anything , like someone to love , don't hesitate to call me .",0,0,1,0,0
I really like your singing .,0,0,1,0,0
I really liked the idea .,0,0,1,0,0
I really love her and she likes me .,0,0,1,1,0
"I remember being at the courthouse , and there were people outside holding signs and I thought , you know , how cool to have all this support .",0,0,1,0,0
I remember once ... we put my mum's canary in the oven .,0,0,1,0,0
I remember when I was years old . Mr. [PERSON] called me in for a meeting .,0,0,1,0,0
"I remembered why I loved paintings in the first place , what got me into this .",0,0,1,0,0
"I said some bad things about the boy , but we can explain that to the exuberance and excitement of youth , because he's certainly changed his ways now .",0,0,1,0,0
I saved it all here Countess .,0,0,1,0,0
"I say , what a jolly idea .",0,0,1,0,0
I see white fluffy clouds ...,0,0,1,0,0
"I shall dance , and you'll be with me .",0,0,1,0,0
I suppose they were all in love with you .,0,0,1,0,0
"I tell you what , this is fate . That's what this is .",0,0,1,0,0
"I tell you , our side will always win .",0,0,1,0,0
I thank you all for your continued service .,0,0,1,0,0
I think [PERSON] was kind of cute .,0,0,1,0,0
I think he believed me at last .,0,0,1,0,0
I think I do .,0,0,1,0,0
"I think I might love you , too .",0,0,1,0,0
I think I'll be just fine .,0,0,1,0,0
I think I've finally found a sport I like .,0,0,1,0,0
I think it was fun and sexy .,0,0,1,0,0
I think it's a splendid idea .,0,0,1,0,0
"I think it's about time we go out there , don't you ?",0,0,1,0,0
I think it's brilliant .,0,0,1,0,0
I think it's cute .,0,0,1,0,0
I think it's rather sporting .,0,0,1,0,0
I think my cook has managed guess what I like .,0,0,1,0,1
I think she's great .,0,0,1,0,0
I think she's pretty .,0,0,1,0,0
I think that about covers it for now .,0,0,1,0,0
I think that's a splendid idea .,0,0,1,0,0
"I think they call that love , little brother .",0,0,1,0,0
I think this is the greatest day I've ever spent .,0,0,1,0,0
I think you really love me .,0,0,1,0,0
I think you're cute .,0,0,1,0,0
I think you're incredible .,0,0,1,0,0
I think you're perfect .,0,0,1,0,0
"I thought he only wanted me for their sake , but ... after his wife died , I realized he really does love me .",0,0,1,0,0
"I thought I'd lost the ability . With you , I. ...",0,0,1,0,1
I thought it was a good speech .,0,0,1,1,0
I thought of you .,0,0,1,0,0
I thought she was splendid .,0,0,1,0,0
I thought what was lost .,0,0,1,0,0
I thought you might want a little cheering up .,0,0,1,0,0
I thought you was dead .,0,0,1,0,1
I took a valium . Feel like I'm drunk .,0,0,1,0,1
I triangulated her cell .,0,0,1,0,0
I turned pro at and I had eight fights .,0,0,1,0,1
I wake up in the middle of the night and laugh at them .,0,0,1,0,0
I want hugs . - Morning hugs .,0,0,1,0,0
I want to be a good dad .,0,0,1,0,0
I want to get down on my knees and thank God .,0,0,1,0,0
I want you to look how the moonlight cuts through the trees .,0,0,1,0,0
I want you to meet somebody .,0,0,1,0,0
I wanted to buy you something lovely and exotic .,0,0,1,0,0
I was admiring the platinum watch with the diamond numbers .,0,0,1,0,0
I was brilliant .,0,0,1,0,0
I was brought up with beautiful words .,0,0,1,0,0
I was fixed up on a blind date by a well - meaning friend .,0,0,1,0,0
I was free .,0,0,1,0,0
I was good .,0,0,1,0,0
"I was in a shop once , and I saw a postcard with a beautiful house on it , right by the sea .",0,0,1,0,0
I was in having a good time .,0,0,1,0,0
I was kind of expecting a shit show .,0,0,1,0,1
"I was laughing so hard , my drink came out of my nose .",0,0,1,0,0
"I was little , slim , but hard as a diamond .",0,0,1,0,0
I was lucky enough to be a guest .,0,0,1,0,0
I was really good .,0,0,1,0,0
I was smart .,0,0,1,0,0
I was so proud .,0,0,1,0,0
I will drink to that !,0,0,1,0,0
I will never forget his face when we entered in the room of the Mrs. [PERSON] .,0,0,1,0,0
I wish we did this before .,0,0,1,0,0
"I won't . I promise . Goodbye , sweetheart .",0,0,1,0,0
I would do anything for the woman that I love .,0,0,1,0,0
"I would drop off for - for for you and the squirt if ... Because ... you know , 'cause things are going well ,",0,0,1,0,0
I would wear the same gown I wore when you were my favourite beau .,0,0,1,0,0
I wouldn't have had it any other way .,0,0,1,0,0
I wouldn't have missed this for anything .,0,0,1,0,0
"I'd give you a kiss right now , but I'm afraid I'll ruin my makeup .",0,0,1,0,0
I'll accept that .,0,0,1,0,0
I'll be right with you .,0,0,1,0,0
"I'll buy you one . C'mon , we've got our own schedule to meet .",0,0,1,0,0
I'll do that .,0,0,1,0,0
I'll give you a cigar . All right .,0,0,1,0,0
I'll give you two .,0,0,1,0,0
I'll go to the club car to get you something to eat .,0,0,1,0,0
"I'll hit you with nine quarters per package , and that's just cos I'm feeling good .",0,0,1,0,0
I'll invite [PERSON] to dinner Saturday .,0,0,1,0,0
I'll never forget how I laughed when I saw you as [PERSON] .,0,0,1,0,0
"I'll see you later , okay ?",0,0,1,0,0
I'm a good pilot .,0,0,1,0,0
I'm a perfect surgeon .,0,0,1,0,0
I'm all packed .,0,0,1,0,0
I'm always delighted to meet [PERSON]'s friends .,0,0,1,0,0
"I'm awake , [PERSON] .",0,0,1,0,0
I'm delighted .,0,0,1,0,0
I'm dreaming !,0,0,1,0,1
I'm enjoying this .,0,0,1,0,0
I'm feeling fine this morning .,0,0,1,0,0
I'm from sacramento .,0,0,1,0,0
I'm getting richer all the time .,0,0,1,0,0
I'm glad for the company .,0,0,1,0,0
I'm glad I saw it before becoming extinct .,0,0,1,0,0
I'm glad this happened .,0,0,1,0,0
I'm glad to hear that .,0,0,1,0,0
I'm glad to help .,0,0,1,0,0
"I'm glad to know you , [PERSON] .",0,0,1,0,0
I'm glad to see you're all right .,0,0,1,0,0
"I'm glad you came down , [PERSON] .",0,0,1,0,0
I'm glad you came to the race .,0,0,1,0,0
I'm glad you fellas happened along .,0,0,1,0,0
I'm glad you joined us when you did .,0,0,1,0,0
I'm glad you liked it .,0,0,1,0,0
I'm glad you said that .,0,0,1,0,0
I'm going home with him instead .,0,0,1,0,0
I'm going !,0,0,1,0,0
I'm gonna play games on your fucking head .,0,0,1,0,0
I'm good at it .,0,0,1,0,0
I'm good !,0,0,1,0,0
I'm happy to get out of this madhouse .,0,0,1,0,0
I'm happy to say the old bladder's working .,0,0,1,0,0
I'm happy to see you .,0,0,1,0,0
I'm happy !,0,0,1,0,0
"I'm in love , [LOCATION] .",0,0,1,0,0
I'm in love !,0,0,1,0,0
I'm just fine .,0,0,1,0,0
I'm looking good .,0,0,1,0,0
I'm my own master ... for the first time in my life .,0,0,1,0,0
I'm not down . You look depressed .,0,0,1,0,0
I'm not exactly ashamed of that one myself .,0,0,1,0,0
I'm not going to say Omega's the best house on campus ... but a lot of outstanding guys figure they'll pledge Omega or won't pledge at all .,0,0,1,0,0
I'm paralysed with happiness !,0,0,1,0,0
I'm playing with you .,0,0,1,0,0
I'm pleased that we're having this closed executive session .,0,0,1,0,0
I'm pleased to be wrong .,0,0,1,0,0
I'm pleased to meet you .,0,0,1,0,0
I'm relaxed .,0,0,1,0,0
I'm satisfied to be the father .,0,0,1,0,0
Isn't this the finest time ?,0,0,1,0,0
It can be absolutely breathtaking .,0,0,1,0,0
It cheered me up infinitamente .,0,0,1,0,0
"It did not come finishing of writing it , mon ami .",0,0,1,0,0
It does feel better to get it out .,0,0,1,0,0
It feels wonderful !,0,0,1,0,0
It felt good .,0,0,1,0,0
It gives you a good feeling when you can help somebody .,0,0,1,0,0
"It has a nice little ring to it , don't you think ?",0,0,1,0,0
It has a wonderful ring .,0,0,1,0,0
"It has been such a tremendous excitement for me , this visit .",0,0,1,0,0
It is a happy occasion .,0,0,1,0,0
It is a lovely city .,0,0,1,0,0
It is a wonderful woman .,0,0,1,0,0
"It is completely well now , mother .",0,0,1,0,0
It is so nice to be here .,0,0,1,0,0
It is so nice to meet you .,0,0,1,0,0
It is so wonderful to meet the uncle of darling little Junior .,0,0,1,0,0
It is the most spectacular thing in the Senate annals .,0,0,1,0,0
It is very simple .,0,0,1,0,0
It is well .,0,0,1,0,0
It just makes me feel real glad to see the Chiefs back on the warpath again ... to coin a phrase .,0,0,1,0,0
"It looks lovely to me , [PERSON] .",0,0,1,0,0
It looks very nice on you .,0,0,1,0,0
It must be in your genes .,0,0,1,0,0
It must be smooth like velvet .,0,0,1,0,0
It should come to life for every boy .,0,0,1,0,0
"It took me seven years , but I got him !",0,0,1,0,0
"It turned out beautifully , didn't it ?",0,0,1,0,0
It was a blessing and God was watching over us that day when they made that decision .,0,0,1,0,0
It was a gift from an admirer who said I was always late .,0,0,1,0,0
"It was a good party , wasn't it ?",0,0,1,0,0
It was a pleasure to have the general here .,0,0,1,0,0
It was a pleasure .,0,0,1,0,0
It was always you and me .,0,0,1,0,0
It was bloody marvellous .,0,0,1,0,0
It was just fine .,0,0,1,0,0
It was just like old times .,0,0,1,1,0
It was just so perfect I just had to catch it .,0,0,1,0,0
It was nice of you to break your date .,0,0,1,0,0
It was nice of your mother to let you come .,0,0,1,0,0
It was the nearest thing to heaven .,0,0,1,0,0
It was them ! They sent it !,0,0,1,0,1
It was very nice to meet you .,0,0,1,0,0
It was well and nothing could change it .,0,0,1,0,0
It was wonderful .,0,0,1,0,0
It wasn't because there weren't women that stirred my blood .,0,0,1,0,0
It will be divine .,0,0,1,0,0
It works !,0,0,1,0,0
It works ! I'm cured !,0,0,1,0,1
"It would adore . [PERSON] , [PERSON] , come to my office a moment .",0,0,1,0,0
It would have been deliciously wicked .,0,0,1,0,0
"It's a beautiful story , whatever the reason .",0,0,1,0,0
It's a boy !,0,0,1,0,0
It's a fine - lookin' picture .,0,0,1,0,0
It's a good idea .,0,0,1,0,0
It's a good thing I'm in music instead of comedy .,0,0,1,0,0
It's a great philosophy .,0,0,1,0,0
It's a lovely night for the party .,0,0,1,0,0
It's a major breakthrough that will no doubt make motorists happy .,0,0,1,0,0
It's a miracle man .,0,0,1,0,0
"It's a pleasure , I assure you , [PERSON] .",0,0,1,0,0
"It's a very rich life , And I do have a job ,",0,0,1,0,0
It's admirable .,0,0,1,0,0
It's always nice to see you .,0,0,1,0,0
It's an amazing place . I really like coming here .,0,0,1,0,0
It's beautiful .,0,0,1,0,0
It's because I'm a wonderful lover .,0,0,1,0,0
It's been fun meeting you .,0,0,1,0,0
It's been swell .,0,0,1,0,0
It's certainly a pleasure to see you .,0,0,1,0,0
"It's delicious , [PERSON] !",0,0,1,0,0
It's essential that they take pride in their job .,0,0,1,0,0
It's for a good cause .,0,0,1,0,0
It's funny .,0,0,1,0,0
It's good coffee .,0,0,1,0,0
It's good for the soul .,0,0,1,0,0
It's good publicity .,0,0,1,0,0
It's good to meet you .,0,0,1,0,0
It's good to see home folks .,0,0,1,0,0
"It's good , isn't it ?",0,0,1,0,0
It's good .,0,0,1,0,0
It's got to be here !,0,0,1,0,0
It's great to be back home .,0,0,1,0,0
"It's great to see you , [PERSON] .",0,0,1,0,0
"It's great , Meat , it's great .",0,0,1,0,0
It's great .,0,0,1,0,0
It's home .,0,0,1,0,0
It's just as it should be .,0,0,1,0,0
"It's like [PERSON] , you see ?",0,0,1,0,0
It's like spending a weekend in [LOCATION] .,0,0,1,0,0
It's love at first sight .,0,0,1,0,0
It's lovely .,0,0,1,0,0
It's nice to have company for tea .,0,0,1,0,0
It's nice to have somebody to say goodbye to .,0,0,1,0,0
It's nice to meet you .,0,0,1,0,0
It's nice to see you again .,0,0,1,0,0
"It's nice , isn't it ?",0,0,1,0,0
It's nice .,0,0,1,0,0
"It's Nobel Prize juice . Set sail for home , for [LOCATION] !",0,0,1,0,0
"It's not deep , but it's there .",0,0,1,0,0
"It's not exactly the Ritz , but it's peaceful and quiet .",0,0,1,0,0
It's okay . It's okay .,0,0,1,0,0
It's our new swimming pool !,0,0,1,0,0
"It's over now , nobody's hurt !",0,0,1,0,0
It's pleasant to see everything so prosperous with you here .,0,0,1,0,0
It's proven extremely effective at uniting the public around a perceived threat .,0,0,1,0,0
It's rather funny .,0,0,1,0,0
"It's real nice , you know .",0,0,1,0,0
It's so nice out there .,0,0,1,0,0
It's such a pleasant little place .,0,0,1,0,0
It's supposed to be great .,0,0,1,0,0
It's the best .,0,0,1,0,0
It's the prettiest place on the island .,0,0,1,0,0
It's time .,0,0,1,0,0
It's utterly beautiful .,0,0,1,0,0
"It's very funny , [PERSON] . Don't move !",0,0,1,0,0
It's very good .,0,0,1,0,0
"It's very important to relax , old boy .",0,0,1,0,0
It's very pretty .,0,0,1,0,0
It's wonderful and sweet champagne !,0,0,1,0,0
It's wonderful stuff .,0,0,1,0,0
It's wonderful to have you back .,0,0,1,0,0
It's wonderful .,0,0,1,0,0
"It's yours , I want you to have it . It's for you .",0,0,1,0,0
"itself but simply a tool , as language is to thought .",0,0,1,0,0
"[PERSON] , you're weird .",0,0,1,0,0
[PERSON] is a man of luck .,0,0,1,0,0
"[PERSON] , that's very generous of you .",0,0,1,0,0
Jolly good .,0,0,1,0,0
[PERSON] .,0,0,1,0,1
"Junior , he loves cats .",0,0,1,0,0
"Junior , I got some buttons for the kids and some stickers for their bikes .",0,0,1,0,0
Just a friendly place to have a beer .,0,0,1,0,0
"Just about a year ago in [LOCATION] , [LOCATION] . It was quite a night .",0,0,1,0,0
Just feel how nice it is in here .,0,0,1,0,0
Just married .,0,0,1,0,0
Just see how happy the people look from here .,0,0,1,0,0
"Just sit back there , relax , and enjoy life .",0,0,1,0,0
Just the way I like 'em .,0,0,1,0,0
Just to sit here with him is a very great honour for me .,0,0,1,0,0
Just to tell you that I'm happy .,0,0,1,0,0
Just what we been waitin' for .,0,0,1,0,0
"[PERSON] , it's so good to have you around .",0,0,1,0,0
Kiddo !,0,0,1,0,0
"Kids , the wienies are almost done !",0,0,1,0,0
"Kindliness and sincerity , and if you'll forgive me , modesty , mean more to a husband than all the wit and beauty in the world .",0,0,1,0,0
"[PERSON] , my dear fellow , I know just exactly what you have in mind , and I couldn't agree with you more .",0,0,1,0,0
l get so nervous . - But you shouldn't .,0,0,1,0,0
l knew you were gonna say that .,0,0,1,0,0
l 'm in love with a cop from the . ,0,0,1,0,0
l 'm in love with this baby that I'm carrying . ,0,0,1,0,0
Ladies and gentlemen with great pleasure I give you Robocop .,0,0,1,0,0
"Ladies , it's OK with me .",0,0,1,0,0
Last night .,0,0,1,0,0
Laughter and cuddles .,0,0,1,0,0
"Leader , this is God . I'm in position .",0,0,1,0,0
Least you know how much you mean to somebody .,0,0,1,0,0
Let the fire fall !,0,0,1,0,0
Let us board !,0,0,1,0,0
Let's dance !,0,0,1,0,0
Let's do it .,0,0,1,0,0
Let's get hot .,0,0,1,0,0
Let's get the skiff out and shove off !,0,0,1,0,0
Let's go see the bearded lady .,0,0,1,0,0
Let's make the most of it .,0,0,1,0,0
Let's not think about [PERSON] or anything sad right now .,0,0,1,1,0
Let's try it again . ♪ There was old man Nemo ♪,0,0,1,0,0
Light has conquered darkness .,0,0,1,0,0
"Like private places , boy .",0,0,1,0,0
"[PERSON] , you're so sweet .",0,0,1,0,0
"[PERSON] , it's perfect .",0,0,1,0,0
[PERSON]'s loaded to her fingertips with love for you .,0,0,1,0,0
"Listen , take it , $ .",0,0,1,0,0
[PERSON] is king .,0,0,1,0,0
Look at all the smiling faces .,0,0,1,0,0
"Look at me , I'm free !",0,0,1,0,0
Look at that !,0,0,1,0,0
Look at the rosy cheeks .,0,0,1,0,0
Look at those darling dogs .,0,0,1,0,0
Look at [PERSON] go !,0,0,1,0,0
Look how nicely she has arranged the table .,0,0,1,0,0
Look what I found .,0,0,1,0,0
"Look , your mother is here .",0,0,1,0,0
Looking at the moon and feeling lonely,0,0,1,1,0
Looks cute .,0,0,1,0,0
"Looks like a nice day , huh ?",0,0,1,0,0
Looks like this case will be settled in no time .,0,0,1,0,0
Looks nice .,0,0,1,0,0
"Lord [PERSON] , she loves me !",0,0,1,0,0
Love you .,0,0,1,0,0
Loveliest room you've ever seen .,0,0,1,0,0
"Lovely woman . - Yes , I imagine what is .",0,0,1,0,0
lt's beautiful .,0,0,1,0,0
lt's good you told me . lt's very brave .,0,0,1,0,0
Lucky you .,0,0,1,0,0
Lunch was wonderful .,0,0,1,0,0
[PERSON] . Thank you .,0,0,1,0,0
m glad for you . ,0,0,1,0,0
Ma !,0,0,1,0,0
Made friends ?,0,0,1,0,0
"Make you mighty happy , I bet ya .",0,0,1,0,0
Manchester has a good drummer .,0,0,1,0,0
Many hands went into creating [PERSON] .,0,0,1,0,0
[PERSON] had her specialty . She imitated frogs .,0,0,1,0,0
[PERSON] says very nice things about you in her letters .,0,0,1,0,0
[PERSON] was so excited about your coming .,0,0,1,0,0
[PERSON] wrote something awful nice .,0,0,1,0,0
[PERSON]'s my boy .,0,0,1,0,0
"May I say , my dear Colonel , that it's good to breathe the air of the Gestapo again .",0,0,1,0,0
Me and you are alive .,0,0,1,0,0
Meat's meat .,0,0,1,0,0
